Geneid	Chr	Start	End	Strand	Length	sample1	sample2	sample3	sample4
YLR290C	XII	717145	717978	-	834	16	14	32	72
YLR270W	XII	681186	682238	+	1053	94	73	151	168
YLR194C	XII	540809	541573	-	765	593	572	408	487
YLR006C	XII	161755	163893	-	2139	73	80	151	142
YLR223C	XII	582233	585490	-	3258	30	39	47	48
YLR195C	XII	541937	543304	-	1368	64	49	86	118
YLL016W	XII	112847	115993	+	3147	21	23	52	52
YLL067W-A	XII	843	1325	+	483	0	0	0	0
YLR398C	XII	915156	919019	-	3864	86	80	153	134
YLR418C	XII	956914	958095	-	1182	54	43	64	91
YLR010C	XII	167320	167802	-	483	4	10	5	9
YLR307W	XII	745620	746525	+	906	1	1	6	6
YLR356W	XII	840321	840914	+	594	35	34	103	126
YLR431C	XII	1000342	1001703	-	1362	29	22	49	78
YLR109W	XII	368781	369311	+	531	3046	2658	5950	6498
tI(UAU)L	XII;XII	605300;605396	605335;605432	-;-	73	0	0	0	0
YLR364W	XII	854062	854391	+	330	5	5	10	16
YLR106C	XII	349006	363738	-	14733	256	248	400	436
YLR083C	XII	294091	296094	-	2004	121	129	150	194
YLR274W	XII	691555	693882	+	2328	53	45	104	115
YLR413W	XII	951156	953183	+	2028	346	282	108	128
YLR412C-A	XII	950267	950473	-	207	1	0	3	1
YLR340W	XII	805887	806825	+	939	2070	1949	3060	3463
YLR055C	XII	251272	253080	-	1809	105	101	175	218
YLR254C	XII	644404	644973	-	570	39	41	57	73
YLL017W	XII	112234	112545	+	312	6	9	16	13
YLR121C	XII	388744	390270	-	1527	220	176	245	274
tA(AGC)L	XII	656934	657006	-	73	0	0	0	0
YLL042C	XII	52087	52590	-	504	1	1	4	5
YLR157W-D	XII	475764	475976	+	213	0	0	0	0
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	12	14	22	24
YLR400W	XII	922063	922536	+	474	1	2	1	5
YLR105C	XII	347047	348180	-	1134	42	41	78	99
YLR142W	XII	425186	426616	+	1431	27	17	30	45
YLR376C	XII	872826	873554	-	729	15	16	19	29
YLR318W	XII	766542	769196	+	2655	9	5	14	17
YLR239C	XII	616332	617318	-	987	29	42	53	55
YLR262C-A	XII	669468	669662	-	195	97	99	217	231
tE(UUC)L	XII	797178	797249	+	72	0	0	0	0
YLL037W	XII	66562	66942	+	381	1	0	2	1
YLR452C	XII	1039270	1041366	-	2097	31	35	39	56
YLR372W	XII	867354	868391	+	1038	246	232	289	320
YLR154W-C	XII	454696	455070	+	375	0	0	0	0
ETS2-1	XII	451575	451785	-	211	0	0	0	0
YLR363C	XII	852495	853151	-	657	18	11	20	27
YLR207W	XII	556788	559289	+	2502	93	68	178	177
YLR312W-A	XII	759480	760241	+	762	27	20	46	48
YLR188W	XII	528300	530387	+	2088	88	86	165	145
YLR011W	XII	169103	169678	+	576	24	28	64	67
YLR159W	XII	485345	485689	+	345	0	0	0	0
YLR328W	XII	784913	786118	+	1206	80	94	140	131
YLR171W	XII	500733	501122	+	390	1	0	0	0
YLR241W	XII	620473	622821	+	2349	110	120	184	201
YLR245C	XII	626502	626930	-	429	20	14	18	25
YLR360W	XII	846103	847422	+	1320	20	35	72	77
snR30	XII	198784	199389	+	606	41	30	65	74
YLR205C	XII	552724	553677	-	954	28	17	38	35
RDN25-1	XII	451786	455181	-	3396	0	0	0	0
YLR161W	XII	488997	489341	+	345	0	0	0	0
YLR287C	XII	710991	712058	-	1068	20	11	34	27
YLR366W	XII	855538	855843	+	306	1	0	3	0
YLR410W	XII	937541	940981	+	3441	132	125	213	197
YLR230W	XII	604574	604879	+	306	8	8	11	9
YLR097C	XII	336231	337265	-	1035	22	16	66	49
YLR397C	XII	912550	914892	-	2343	37	48	54	55
YLR120C	XII	386511	388220	-	1710	307	297	379	357
YLR335W	XII	797430	799592	+	2163	111	108	172	191
YLR399C	XII	919536	921596	-	2061	170	136	160	167
YLL044W	XII	48216	48662	+	447	0	0	0	0
YLR453C	XII	1041799	1042986	-	1188	8	9	10	17
YLL057C	XII	25756	26994	-	1239	18	9	36	33
YLR388W	XII	898651	898821	+	171	324	312	412	475
YLR249W	XII	636780	639914	+	3135	3329	2937	3599	3978
YLR151C	XII	441715	442737	-	1023	19	22	89	93
YLR260W	XII	665844	667907	+	2064	30	30	94	107
YLL010C	XII	129330	130613	-	1284	86	68	109	136
YLR133W	XII	408445	410193	+	1749	83	79	114	112
YLR329W	XII;XII	786442;786713	786615;787333	+;+	795	1	2	9	10
snR6	XII	366235	366346	+	112	0	0	0	0
YLL011W	XII	127523	128992	+	1470	26	22	15	15
YLR384C	XII	888851	892900	-	4050	133	155	262	283
YLR203C	XII	550650	551960	-	1311	113	102	147	156
YLR156C-A	XII	472479	472610	-	132	0	0	0	0
YLR394W	XII	907950	909398	+	1449	33	29	45	81
YLR021W	XII	183623	184162	+	540	23	27	57	58
YLR331C	XII	790669	791046	-	378	0	0	0	1
YLR450W	XII	1032627	1035764	+	3138	170	134	288	328
YLR140W	XII	423474	423800	+	327	2	0	1	1
YLR157W-E	XII	481873	482037	+	165	0	0	0	0
YLR390W	XII	903066	903404	+	339	38	38	52	64
YLR291C	XII	718317	719462	-	1146	43	41	82	94
RDN5-4	XII	482045	482163	+	119	0	0	0	0
YLR408C	XII	933885	934253	-	369	6	4	10	12
YLR240W	XII	617533	620160	+	2628	46	38	93	87
YLR018C	XII	178707	179606	-	900	42	34	67	87
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	478	436	687	819
YLR412W	XII	948368	949192	+	825	28	32	64	86
YLR447C	XII	1026856	1027893	-	1038	338	284	409	462
YLR361C-A	XII	849383	849679	-	297	17	16	33	30
YLR112W	XII	370791	371210	+	420	10	6	37	33
YLR435W	XII	1006378	1006995	+	618	17	20	21	24
YLR084C	XII	296589	300251	-	3663	40	40	86	50
snR34	XII	899180	899382	+	203	3	3	2	9
YLR091W	XII	322297	323178	+	882	24	15	63	59
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	6	7	17	22
YLR102C	XII	342970	343767	-	798	31	20	51	49
YLR263W	XII	670340	672823	+	2484	15	6	27	27
YLR379W	XII	876922	877296	+	375	3	3	8	11
tL(UAG)L1	XII;XII	592519;592582	592562;592619	-;-	82	0	0	0	0
YLR459W	XII	1057334	1058518	+	1185	28	30	67	88
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	23	32	50	61
YLR277C	XII	697156	699495	-	2340	42	40	57	63
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	0	0	0	0
YLR229C	XII	604212	604787	-	576	90	102	224	207
YLR120W-A	XII	388672	388773	+	102	2	3	6	4
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	1124	978	1366	1435
YLL059C	XII	22474	22980	-	507	5	4	6	10
YLR238W	XII	614755	616191	+	1437	28	31	57	78
YLR283W	XII	705186	706130	+	945	13	10	26	41
YLR298C	XII	724721	725416	-	696	26	19	57	68
YLR232W	XII	606830	607177	+	348	1	0	1	0
YLR086W	XII	302243	306499	+	4257	41	44	85	112
YLR053C	XII	248100	248426	-	327	6	2	5	3
YLL041C	XII	53131	53931	-	801	124	133	161	170
YLR330W	XII	787664	789679	+	2016	337	343	637	645
YLR244C	XII	625168	626331	-	1164	191	192	208	221
YLR299C-A	XII	727911	728003	-	93	0	0	0	0
YLL019W-A	XII	106908	107000	+	93	0	0	0	0
YLR258W	XII	660716	662833	+	2118	713	652	259	287
YLR174W	XII	504591	505829	+	1239	16	14	33	25
YLR444C	XII	1023686	1023988	-	303	0	0	0	2
YLR315W	XII	764808	765269	+	462	7	8	22	17
YLR374C	XII	871453	871842	-	390	0	1	2	2
YLR154W-F	XII	455883	456023	+	141	0	0	0	0
tR(ACG)L	XII	374355	374427	+	73	0	0	0	0
YLR172C	XII	501260	502162	-	903	101	116	167	173
YLR273C	XII	689083	691029	-	1947	11	7	30	28
tK(UUU)L	XII;XII	875376;875436	875412;875471	+;+	73	0	0	0	1
YLL012W	XII	125534	127255	+	1722	38	48	51	53
YLR022C	XII	184174	184926	-	753	28	20	42	47
YLR382C	XII	882067	884751	-	2685	53	65	109	88
YLR041W	XII	229377	229697	+	321	1	3	4	3
YLR466C-A	XII	1070387	1070869	-	483	0	0	0	0
YLR268W	XII	680200	680844	+	645	61	71	123	133
YLR420W	XII	963785	964879	+	1095	139	144	151	168
ITS1-1	XII	455572	455932	-	361	0	0	0	0
YLR137W	XII	417006	418109	+	1104	30	28	99	117
YLR087C	XII	306855	315731	-	8877	43	48	77	76
YLL049W	XII	40666	41205	+	540	15	27	36	27
tL(CAA)L	XII;XII	628383;628454	628420;628497	+;+	82	2	0	0	0
RDN37-1	XII;XII;XII	451786;455414;455933	455181;455571;457732	-;-;-	5354	0	0	0	0
YLR426W	XII;XII	987062;987213	987141;988113	+;+	981	40	31	73	77
YLL035W	XII	68580	70478	+	1899	11	9	19	17
YLL009C	XII	131205	131414	-	210	42	42	50	44
YLR036C	XII	221521	222132	-	612	18	10	27	38
YLR118C	XII	384725	385408	-	684	46	39	101	111
ETS1-2	XII	466870	467569	-	700	0	0	0	0
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	321	286	397	483
ITS1-2	XII	464709	465069	-	361	0	0	0	0
YLR136C	XII	415801	416658	-	858	39	27	39	28
YLR385C	XII	892992	893390	-	399	1	0	1	2
YLR281C	XII	704493	704960	-	468	2	3	5	6
YLR138W	XII	418437	421394	+	2958	217	200	434	411
YLL019C	XII	105686	107899	-	2214	77	61	104	129
YLR284C	XII	706198	707040	-	843	29	32	52	56
YLR295C	XII	721999	722373	-	375	48	48	125	108
YLR307C-A	XII	746848	747111	-	264	0	0	1	0
YLR349W	XII	827521	828027	+	507	3	4	3	3
YLR248W	XII	634252	636084	+	1833	202	196	336	427
YLL006W-A	XII	136345	136521	+	177	0	1	1	0
YLR127C	XII	395758	398319	-	2562	24	14	66	61
YLR002C	XII	154343	156334	-	1992	32	38	42	34
YLR168C	XII	499578	500270	-	693	29	32	29	46
YLR342W-A	XII	815810	815983	+	174	2	3	3	4
YLR031W	XII	204225	204785	+	561	3	2	1	7
RDN5-3	XII	472465	472583	+	119	0	0	0	0
YLR189C	XII	530797	534393	-	3597	92	82	160	144
YLR358C	XII	843487	844050	-	564	0	0	4	8
YLR134W	XII	410723	412414	+	1692	31	28	51	54
YLR051C	XII	246324	246977	-	654	31	22	50	39
YLR466C-B	XII	1071594	1071710	-	117	1	0	1	0
YLR215C	XII	570776	571858	-	1083	20	14	28	31
YLR206W	XII	554578	556419	+	1842	293	250	414	456
tI(AAU)L2	XII	1052071	1052144	-	74	0	0	0	0
YLR201C	XII	549511	550293	-	783	32	25	74	74
YLL018C	XII	109902	111575	-	1674	540	512	694	758
YLL025W	XII	94747	95121	+	375	6	7	9	12
YLR392C	XII	904749	906305	-	1557	38	36	73	79
YLR063W	XII	264157	265254	+	1098	4	5	4	7
tA(UGC)L	XII	214883	214955	-	73	0	0	0	0
YLR124W	XII	391600	391944	+	345	3	3	1	3
YLR350W	XII	828730	829380	+	651	290	283	837	938
YLR312C	XII	757637	758833	-	1197	10	14	45	48
YLR204W	XII	552270	552605	+	336	100	87	143	141
YLL007C	XII	134302	136299	-	1998	20	13	27	40
YLR141W	XII	423683	424774	+	1092	21	26	50	60
tD(GUC)L1	XII	427132	427203	+	72	0	0	0	0
YLL038C	XII	65775	66518	-	744	23	15	25	27
YLR257W	XII	658826	659791	+	966	504	456	683	712
YLR108C	XII	366667	368124	-	1458	19	21	93	115
YLR163W-A	XII	492812	492925	+	114	0	0	0	0
YLR416C	XII	954491	954889	-	399	2	1	5	2
YLR375W	XII	871697	872728	+	1032	116	108	218	233
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	381	378	713	762
YLR154W-E	XII	455433	455636	+	204	0	0	0	0
YLR155C	XII	469317	470405	-	1089	0	0	0	0
tS(AGA)L	XII	167944	168025	-	82	0	0	0	0
YLR003C	XII	156855	157730	-	876	12	8	16	16
YLR221C	XII	578362	579024	-	663	51	60	71	83
YLR355C	XII	838066	839253	-	1188	1131	1033	1068	1247
YLR464W	XII;XII	1066572;1067364	1067084;1067501	+;+	651	0	0	0	0
YLR446W	XII	1025214	1026515	+	1302	17	13	17	16
YLR237W	XII	612367	614163	+	1797	31	30	66	76
YLR441C	XII	1018141	1018908	-	768	1070	981	1582	1815
YLR178C	XII	513162	513821	-	660	173	155	211	223
YLR028C	XII	199540	201315	-	1776	400	367	624	694
YLR043C	XII	231702	232013	-	312	194	167	412	468
YLR218C	XII	573466	573918	-	453	69	70	125	152
YLR243W	XII	624203	625021	+	819	16	13	52	31
YLR148W	XII	434641	437397	+	2757	29	34	46	57
YLR162W-A	XII	490406	490594	+	189	0	0	2	0
YLR462W	XII	1065956	1066564	+	609	0	0	0	0
RDN37-2	XII;XII;XII	460923;464551;465070	464318;464708;466869	-;-;-	5354	0	0	0	0
YLR095C	XII	329677	332115	-	2439	78	93	173	181
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	24	18	41	57
YLR154W-A	XII	452438	452623	+	186	0	0	0	0
YLR154C	XII	447982	448314	-	333	16	20	71	73
YLL064C	XII	13083	13445	-	363	1	0	0	1
YLR461W	XII	1062919	1063281	+	363	0	0	1	3
tL(UAA)L	XII	962972	963055	-	84	0	0	0	0
YLR265C	XII	674427	675455	-	1029	16	16	30	26
YLR428C	XII	990617	990961	-	345	0	0	0	1
YLR242C	XII	622918	623883	-	966	14	10	26	23
YLR351C	XII	829489	830364	-	876	160	187	276	335
YLR306W	XII;XII	744151;744288	744153;744851	+;+	567	14	8	24	21
YLR130C	XII	402794	404062	-	1269	109	101	142	177
YLL028W	XII	84804	86564	+	1761	55	44	68	56
YLR183C	XII	520543	522012	-	1470	25	18	51	35
tR(CCG)L	XII	818609	818680	+	72	0	0	0	0
YLR042C	XII	229966	230451	-	486	5	1	11	17
YLR396C	XII	910235	912310	-	2076	31	28	49	42
YLR122C	XII	390954	391331	-	378	2	4	2	7
YLR326W	XII	782174	782896	+	723	14	13	54	58
YLR024C	XII	187663	193281	-	5619	32	55	64	65
YLR442C	XII	1019315	1022251	-	2937	40	32	87	92
YLR380W	XII	878282	879508	+	1227	89	87	132	120
YLR061W	XII;XII	263194;263595	263205;263948	+;+	366	1	1	2	4
YLR386W	XII	893628	896270	+	2643	42	39	85	86
YLR387C	XII	896374	897672	-	1299	116	81	180	181
YLR422W	XII	965897	971695	+	5799	58	62	114	102
YLR354C	XII	836350	837357	-	1008	586	528	800	891
YLR434C	XII	1006025	1006408	-	384	1	0	0	0
YLL039C	XII	64062	65207	-	1146	343	328	518	539
YLR149C	XII	437631	439823	-	2193	73	63	149	194
YLR208W	XII	559551	560444	+	894	188	174	340	371
RDN5-6	XII	489349	489469	+	121	0	0	0	1
YLR115W	XII	377985	380564	+	2580	36	36	77	82
YLR005W	XII	160049	161434	+	1386	46	51	106	128
YLR147C	XII	434158	434463	-	306	34	21	46	59
YLR076C	XII	283185	283607	-	423	7	3	29	46
YLR162W	XII	489573	489929	+	357	0	0	2	1
YLR451W	XII	1036093	1038753	+	2661	38	37	68	98
YLR212C	XII	564860	566281	-	1422	36	39	63	65
YLR454W	XII	1043998	1051884	+	7887	79	73	150	155
YLR437C-A	XII	1012459	1012686	-	228	0	0	3	1
YLR064W	XII	265456	266277	+	822	44	37	60	67
YLR132C	XII	407283	408155	-	873	20	22	36	48
YLR182W	XII	517940	520351	+	2412	55	49	98	111
YLR038C	XII	224921	225172	-	252	31	35	60	70
YLR107W	XII	364116	365330	+	1215	28	20	71	80
YLR139C	XII	421542	423473	-	1932	32	19	41	53
YLR305C	XII	738161	743863	-	5703	107	99	214	216
YLR339C	XII	805784	806335	-	552	0	0	3	1
YLR062C	XII	263577	263954	-	378	3	0	2	2
YLR334C	XII	796698	797078	-	381	0	0	0	0
YLL002W	XII	146291	147601	+	1311	16	12	30	37
YLR070C	XII	274141	275211	-	1071	17	29	51	60
YLR157C	XII	472969	474057	-	1089	0	0	0	0
YLR226W	XII	589354	590541	+	1188	6	8	19	16
YLL048C	XII	41280	46265	-	4986	172	153	272	293
YLL024C	XII	95566	97485	-	1920	978	897	1136	1202
YLR009W	XII	166537	167136	+	600	44	40	56	56
YLR057W	XII	255306	257855	+	2550	21	37	58	75
YLR348C	XII	826977	827873	-	897	97	98	277	371
YLR439W	XII	1014491	1015450	+	960	59	52	63	65
YLR236C	XII	611794	612117	-	324	1	1	2	2
YLR345W	XII	820511	822040	+	1530	90	100	169	202
YLR050C	XII	245587	246072	-	486	51	38	151	156
YLR332W	XII	790676	791806	+	1131	131	113	312	365
YLR369W	XII	859552	861525	+	1974	50	35	82	79
YLL065W	XII	11726	12076	+	351	0	0	0	0
tX(XXX)L	XII;XII	784354;784410	784389;784453	+;+	80	0	0	0	0
RDN5-1	XII	459676	459796	+	121	0	0	0	0
YLR417W	XII	955010	956710	+	1701	39	42	156	150
YLR179C	XII	514108	514713	-	606	407	387	470	522
YLR013W	XII	171339	171764	+	426	0	1	0	0
YLR116W	XII	380822	382252	+	1431	56	38	96	104
YLR371W	XII	862714	866784	+	4071	95	104	154	187
YLR222C	XII	579318	581771	-	2454	43	52	34	49
YLR365W	XII	855199	855531	+	333	0	0	1	0
YLR440C	XII	1015568	1017697	-	2130	44	35	70	65
YLR059C	XII	259738	260547	-	810	74	79	127	98
YLR165C	XII	494494	495258	-	765	16	14	32	34
YLR421C	XII	965090	965560	-	471	84	74	178	165
YLL027W	XII	87403	88155	+	753	125	94	180	171
YLR292C	XII	719789	720370	-	582	49	42	88	93
YLR034C	XII	210512	211933	-	1422	62	54	95	86
YLR016C	XII	176802	177416	-	615	35	34	76	77
YLR255C	XII	645600	645953	-	354	2	0	5	5
YLR297W	XII	724044	724433	+	390	16	6	12	14
YLR225C	XII	587695	588918	-	1224	124	85	162	163
YLR047C	XII	239347	241407	-	2061	16	21	24	32
YLL022C	XII	99044	100201	-	1158	56	48	101	116
tI(AAU)L1	XII	734802	734875	+	74	0	0	0	0
YLR395C	XII	909729	909965	-	237	61	48	88	107
YLL067C	XII;XII	585;4015	3915;4301	-;-	3618	0	2	1	0
YLR359W	XII	844282	845730	+	1449	677	530	378	437
YLR456W	XII	1055070	1055684	+	615	5	5	15	10
YLR067C	XII	267813	270710	-	2898	17	17	34	45
RDN58-2	XII	464551	464708	-	158	0	0	0	0
YLR040C	XII	228908	229582	-	675	14	9	13	20
YLL013C	XII	122075	124714	-	2640	33	28	49	61
YLR320W	XII	771940	776304	+	4365	23	18	53	45
YLL045C	XII	47859	48629	-	771	1079	975	1296	1405
YLR352W	XII	831116	833539	+	2424	36	51	72	89
YLR160C	XII	486201	487289	-	1089	0	0	3	0
YLR071C	XII	275378	278626	-	3249	74	51	122	136
YLR286C	XII	708448	710136	-	1689	1023	874	1153	1241
YLR037C	XII	222685	223059	-	375	11	6	28	29
YLL004W	XII	141073	142923	+	1851	8	6	22	18
YLR100W	XII	341810	342853	+	1044	99	97	206	209
YLR088W	XII	316107	317951	+	1845	43	35	87	88
YLR216C	XII	572096	573211	-	1116	196	181	269	311
YLL040C	XII	54211	63645	-	9435	179	171	298	323
YLR154C-G	XII	462522	462671	-	150	0	0	0	0
YLR410W-B	XII	941483	946796	+	5314	6	5	6	6
YLR410W-A	XII	941483	942799	+	1317	0	0	0	0
YLR157C-A	XII	480279	481601	-	1323	0	0	0	0
YLR256W-A	XII	651117	652439	+	1323	5	4	10	2
YLR035C-A	XII	215440	218907	-	3468	1	0	0	0
YLR227W-A	XII	593438	594760	+	1323	0	0	0	0
YLR157C-B	XII	476333	481601	-	5269	0	0	0	0
YLR227W-B	XII	593438	598706	+	5269	11	8	2	3
YPL071C	XVI	420048	420518	-	471	23	20	53	61
YPL208W	XVI	157842	159593	+	1752	33	36	68	67
YPL102C	XVI	360003	360305	-	303	0	0	0	0
YPL217C	XVI	139620	143171	-	3552	105	104	154	160
YPL197C	XVI	174343	174756	-	414	6	1	4	2
YPR139C	XVI	813156	814058	-	903	53	52	150	155
YPR169W	XVI	878690	880168	+	1479	97	87	145	158
YPL257W	XVI	63279	63860	+	582	8	3	9	11
snR41	XVI	719148	719242	-	95	5	2	9	11
YPL009C	XVI	535820	538936	-	3117	109	100	234	286
YPL183C	XVI	199495	202536	-	3042	22	24	41	43
YPR065W	XVI	679693	680799	+	1107	33	49	158	159
YPR099C	XVI	729757	730113	-	357	0	0	0	0
YPR032W	XVI	634123	637224	+	3102	38	32	62	60
tM(CAU)P	XVI	338848	338919	-	72	0	0	0	0
YPR194C	XVI	924304	926937	-	2634	15	7	13	17
YPL084W	XVI	394038	396572	+	2535	89	76	165	157
YPR101W	XVI	730492	731019	+	528	18	17	30	38
YPL179W	XVI	208157	209806	+	1650	129	106	169	164
YPL224C	XVI	126634	128088	-	1455	104	89	200	200
tG(GCC)P2	XVI	860379	860449	+	71	0	0	0	0
snR17b	XVI;XVI	281056;281504	281373;281517	-;-	332	8	3	4	7
YPR204W	XVI	944603	947701	+	3099	14	8	21	11
YPR103W	XVI	732349	733212	+	864	300	292	480	517
YPR155C	XVI	835563	837413	-	1851	23	30	83	74
YPL250W-A	XVI	75702	75989	+	288	0	0	0	0
YPL244C	XVI	87014	88033	-	1020	60	54	104	118
YPR141C	XVI	815734	817923	-	2190	13	10	43	40
YPL275W	XVI	18369	19079	+	711	1	1	1	0
YPR156C	XVI	837909	839777	-	1869	97	74	216	217
YPL240C	XVI	96496	98625	-	2130	174	138	220	203
YPR188C	XVI	911988	912479	-	492	28	21	46	58
YPL111W	XVI	339944	340945	+	1002	159	154	235	255
YPR119W	XVI	771653	773128	+	1476	19	18	40	37
YPL192C	XVI	182655	183056	-	402	1	3	5	6
YPL059W	XVI	444579	445031	+	453	59	58	76	85
YPL218W	XVI;XVI	138698;138865	138725;139409	+;+	573	273	247	562	553
tI(AAU)P1	XVI	819529	819602	+	74	0	0	0	0
YPL264C	XVI	43283	44344	-	1062	5	9	20	25
YPL198W	XVI;XVI;XVI	173152;173572;174073	173162;173665;174702	+;+;+	735	38	39	62	62
YPL006W	XVI	544631	548143	+	3513	68	76	131	149
YPR161C	XVI	864449	866422	-	1974	47	64	105	110
YPL145C	XVI	278395	279699	-	1305	141	139	194	185
YPL092W	XVI	373793	375169	+	1377	125	92	82	74
YPR181C	XVI	897361	899667	-	2307	324	317	482	464
YPR171W	XVI	883828	885558	+	1731	34	34	68	98
YPR122W	XVI	782045	785671	+	3627	44	37	84	92
YPL091W	XVI	375502	376953	+	1452	216	204	372	389
YPL137C	XVI	292817	296647	-	3831	94	75	147	160
YPL014W	XVI	527547	528692	+	1146	28	30	70	79
YPL164C	XVI	239350	241497	-	2148	17	31	57	62
YPL163C	XVI	241918	242700	-	783	211	196	122	144
YPR069C	XVI	684556	685437	-	882	191	140	228	241
YPL038W-A	XVI	480182	480373	+	192	0	0	1	0
YPR072W	XVI	690107	691789	+	1683	89	81	189	192
YPR067W	XVI	682220	682777	+	558	45	36	66	74
YPL175W	XVI;XVI	218630;218747	218646;220088	+;+	1359	32	38	74	66
YPL088W	XVI	381965	382993	+	1029	115	100	92	83
YPL125W	XVI	313388	316486	+	3099	46	49	83	91
YPL090C	XVI;XVI	377291;378390	377995;378395	-;-	711	425	391	571	574
YPR120C	XVI	773875	775182	-	1308	12	19	37	65
YPR198W	XVI	934034	935665	+	1632	54	49	120	133
YPR053C	XVI	665788	666243	-	456	6	4	10	17
YPR106W	XVI	740061	741392	+	1332	20	26	37	38
YPL250C	XVI	74309	74719	-	411	66	76	101	103
YPL051W	XVI	459963	460559	+	597	28	23	42	46
YPR013C	XVI	584632	585585	-	954	44	29	121	142
YPL121C	XVI	320962	321630	-	669	1	1	1	1
YPR068C	XVI	682941	684353	-	1413	13	13	37	32
YPR160W-A	XVI	861934	862014	+	81	0	0	0	0
YPR202W	XVI;XVI	943032;943199	943050;943896	+;+	717	1	0	0	1
YPL270W	XVI	30482	32803	+	2322	110	104	209	211
YPL248C	XVI	79711	82356	-	2646	36	20	69	65
YPR058W	XVI	673751	674674	+	924	48	38	44	58
YPL004C	XVI	550632	551657	-	1026	956	888	1296	1392
YPR110C	XVI	745828	746835	-	1008	106	93	160	154
YPL042C	XVI	473040	474707	-	1668	33	36	64	67
YPR149W	XVI	829918	830439	+	522	451	418	198	194
YPL172C	XVI	224353	225741	-	1389	52	53	54	61
YPR009W	XVI	576552	577358	+	807	47	45	46	41
YPL039W	XVI	479225	480175	+	951	37	26	47	52
YPR051W	XVI	664960	665490	+	531	7	10	13	13
YPR134W	XVI	798051	798857	+	807	26	27	79	72
YPR118W	XVI	767752	768987	+	1236	114	104	199	212
YPR019W	XVI	596750	599551	+	2802	95	72	146	176
YPL213W	XVI	150614	151330	+	717	15	26	44	28
YPR121W	XVI	778583	780301	+	1719	16	19	37	28
YPL054W	XVI	455759	456664	+	906	64	37	43	53
YPL123C	XVI	317641	318945	-	1305	25	37	62	57
YPL144W	XVI	280480	280926	+	447	11	12	26	33
YPR036W-A	XVI	645950	646153	+	204	345	303	912	995
YPL140C	XVI	287514	289034	-	1521	39	31	55	42
snR70	XVI	718887	719050	-	164	5	2	13	17
YPL202C	XVI	168088	169338	-	1251	22	26	49	45
YPL114W	XVI	335948	336367	+	420	0	0	2	0
tI(AAU)P2	XVI	880296	880369	-	74	0	0	0	0
YPL045W	XVI	467260	469656	+	2397	46	29	64	90
YPL267W	XVI	38169	38798	+	630	14	9	29	34
YPL133C	XVI	299888	301228	-	1341	22	22	56	50
tA(AGC)P	XVI	856902	856974	+	73	0	0	0	0
YPL263C	XVI	44551	46506	-	1956	68	54	98	101
YPL097W	XVI	364952	366430	+	1479	29	18	48	40
YPR130C	XVI	793374	793781	-	408	1	1	2	2
YPR177C	XVI	892313	892684	-	372	0	0	0	0
YPR124W	XVI	786208	787428	+	1221	231	166	167	172
YPR157W	XVI	841266	842669	+	1404	20	36	65	55
YPR004C	XVI	564007	565041	-	1035	114	87	159	191
YPR080W	XVI	700594	701970	+	1377	1299	1201	1430	1555
YPL162C	XVI	243206	244027	-	822	30	20	35	57
YPL200W	XVI	171484	171954	+	471	0	0	3	0
YPR057W	XVI	672471	673496	+	1026	20	47	58	83
YPR100W	XVI	729791	730213	+	423	6	5	15	9
YPR033C	XVI	637379	639019	-	1641	263	235	458	518
YPR174C	XVI	888043	888708	-	666	20	24	38	36
YPR151C	XVI	831055	831675	-	621	0	0	0	4
YPR180W	XVI	895961	897004	+	1044	40	40	72	83
YPL210C	XVI	154290	156212	-	1923	65	45	108	131
tC(GCA)P1	XVI	435893	435964	-	72	0	0	0	0
YPL155C	XVI	257216	259336	-	2121	35	55	85	82
YPL225W	XVI	126006	126446	+	441	77	71	184	193
YPL081W	XVI;XVI	404950;405458	404956;406044	+;+	594	48	43	93	108
YPL266W	XVI	39121	40077	+	957	55	55	87	117
YPR002W	XVI	558385	559935	+	1551	11	9	21	19
YPL127C	XVI	308828	309604	-	777	111	104	194	219
YPR108W	XVI	742454	743743	+	1290	191	172	309	303
YPR172W	XVI	885796	886398	+	603	29	33	48	63
tF(GAA)P2	XVI;XVI	622540;622595	622575;622631	-;-	73	0	0	0	0
YPR200C	XVI	939279	939671	-	393	5	4	10	8
YPL058C	XVI	445842	450377	-	4536	49	33	87	86
YPL073C	XVI	418499	418984	-	486	1	0	1	0
YPR197C	XVI	933898	934461	-	564	0	0	0	0
YPR088C	XVI	711403	713028	-	1626	188	100	247	208
YPL254W	XVI	69485	70951	+	1467	29	31	45	41
YPR010C-A	XVI;XVI	582373;582702	582558;582734	-;-	219	15	12	28	19
YPL223C	XVI	128632	129138	-	507	13	12	27	35
YPR056W	XVI	671126	672142	+	1017	35	22	52	57
YPR006C	XVI	567269	568996	-	1728	37	29	77	83
